"","gameId","playId","ballCarrierId","tacklerNflId","ballCarrierDisplayName","ballCarrierPos","tacklerName","tacklerPos","quarter","down","yardsToGo","possessionTeam","defensiveTeam","playDescription","playResult","DIOVDT_T","forceGeneratedSpotTackle","tackleAngle","disFromFirstDown","tacklerAcc_T","ballCarrierAcc_T","distFromEachOther","tacklerMass","ballCarrierMass","passProbability","tacklerAcc_BR","ballCarrierAcc_BR","tackleDisFromCenter","DIOVDT_BR","differenceAngularDirection","expForce","overExpected"
"41",2022102301,1830,44816,42368,"Leonard Fournette","RB","Shaq Thompson","ILB",3,2,3,"TB","CAR","(13:19) (Shotgun) L.Fournette right guard to TB 40 for 5 yards (S.Thompson).",5,19.05,23.4921759937812,108.25,1.96,1.71,1.57,8.99095656757388,104.545454545455,103.636363636364,0.357517689,1.26,3.82,1.57,44.55,91.62,54.004698571313,-30.5125225775318
"42",2022092600,4008,43329,43478,"Sterling Shepard","WR","Anthony Brown","CB",4,1,10,"NYG","DAL","(1:45) (Shotgun) D.Jones pass short middle to S.Shepard to NYG 21 for 12 yards (A.Brown).",12,16.81,113.626401654915,164.88,10.65,2.54,1.25,1.10136279218066,89.0909090909091,91.3636363636364,0.904041767,2.82,0.66,1.68,26.5,2.25,124.137659019398,-10.5112573644835
"43",2022100902,1432,45573,46073,"Austin Ekeler","RB","Denzel Ward","CB",2,1,10,"LAC","CLE","(8:37) (Shotgun) A.Ekeler left tackle to CLV 47 for 15 yards (D.Ward).",15,7.58999999999997,-112.071646997106,6.38999999999999,15.57,5.3,6.3,11.4587477500816,86.8181818181818,90.9090909090909,0.51356256,0.77,3.21,10.68,135.45,21.34,-10.6475253121136,-101.424121684992
"44",2022100901,2020,53453,52647,"Najee Harris","RB","Dane Jackson","CB",2,1,10,"PIT","BUF","(:56) (Shotgun) K.Pickett pass short right to N.Harris to PIT 32 for 5 yards (D.Jackson).",5,58.87,222.924473477071,75.78,4.76000000000001,3.32,0.71,13.5769289605566,84.0909090909091,104.545454545455,0.887896299,3.38,1.75,20.41,31.74,162.87,300.59112882666,-77.666655349589
"45",2022100202,3552,52463,44976,"J.K. Dobbins","RB","Matt Milano","OLB",4,2,1,"BAL","BUF","(5:41) J.Dobbins right end to BUF 4 for -3 yards (M.Milano).",-3,87.37,-40.7332920934838,110.59,13.57,1.53,2.7,8.08600024734108,101.363636363636,97.2727272727273,0.141648978,1.69,1.99,8.16,34.3,125.25,-17.3329941615377,-23.4002979319461
"46",2022100906,4138,54506,48544,"Kenneth Walker","RB","Shy Tuttle","DT",4,1,10,"SEA","NO","(5:22) K.Walker right tackle to SEA 31 for 6 yards (S.Tuttle, P.Adebo).",6,117.83,497.522478707659,118.68,5.90000000000001,3.3,2.64,6.08946631487522,136.363636363636,95.4545454545454,0.776105404,1.01,1.5,4.39,81.85,24.94,204.810054551579,292.71242415608
"47",2022092505,1347,53549,52578,"Rhamondre Stevenson","RB","Broderick Washington","DT",2,1,5,"NE","BAL","(6:35) (Shotgun) R.Stevenson left tackle to BLT 3 for 2 yards (B.Washington).",2,20.92,108.571404512395,10.58,4.08,2.13,2.4,5.94374461093341,138.636363636364,111.818181818182,0.353248894,0.59,2.15,0.849999999999998,167.51,28.01,26.0855301464224,82.4858743659726
"48",2022100902,3062,44898,52431,"Kareem Hunt","RB","Kenneth Murray","ILB",3,1,10,"CLE","LAC","(2:26) K.Hunt right tackle to LAC 11 for 5 yards (K.Murray, S.Joseph).",5,75.02,207.362895300197,30.21,4.71,3.59,1.84,10.1413657857312,106.363636363636,98.1818181818182,0.465982378,0.85,1.94,2.15,57.27,106.13,232.961232323292,-25.5983370230954
"49",2022100209,596,52733,44825,"James Robinson","RB","Haason Reddick","OLB",1,1,10,"JAX","PHI","(5:59) (No Huddle, Shotgun) J.Robinson right tackle to PHI 20 for 5 yards (H.Reddick).",5,71.09,284.898246909688,32.53,3.58,4.42,1.88,5.21310847767434,106.818181818182,100,0.450618804,1.76,2.88,7.66,39.8,84.9,294.145557280642,-9.24731037095427
"50",2022091901,3735,44853,48516,"Dalvin Cook","RB","T.J. Edwards","ILB",4,2,3,"MIN","PHI","(3:28) (No Huddle, Shotgun) K.Cousins pass short middle to D.Cook to MIN 22 for 4 yards (T.Edwards).",4,23.03,80.6365110261066,42.82,11.29,4.24,4.02,2.52301407051169,109.090909090909,95.4545454545454,0.929421067,1.8,2.92,1.93,4.72,112.87,133.475245538452,-52.8387345123456
"51",2022091806,2645,47870,54549,"Damien Harris","RB","DeMarvin Leal","DE",3,1,10,"NE","PIT","(3:58) (Shotgun) D.Harris left guard to PIT 7 for 3 yards (D.Leal).",3,139.53,-155.382508330022,65.69,3.3,1.61,3.79,5.49869075326118,131.818181818182,97.7272727272727,0.395831019,0.26,2.59,0.57,61.2,55.47,-61.3437711270117,-94.0387372030103
"52",2022103010,1365,46256,47844,"Ray-Ray McCloud","WR","Taylor Rapp","FS",2,2,15,"SF","LA","(6:07) (Shotgun) J.Garoppolo pass short middle to R.McCloud to SF 42 for 11 yards (T.Rapp). PENALTY on LA-T.Rapp, Unnecessary Roughness, 15 yards, enforced at SF 42.",26,53.95,-95.5527606926071,166.77,14.26,2,3.38,3.72400322234017,94.5454545454545,86.3636363636364,0.781157494,3.68,3.58,1.32,18.9,167.01,20.1418070224868,-115.694567715094
"53",2022101608,3028,44820,38577,"Christian McCaffrey","RB","Bobby Wagner","ILB",4,3,19,"CAR","LA","(6:52) (Shotgun) C.McCaffrey up the middle to CAR 35 for 3 yards (B.Wagner, T.Lewis).",3,2.38,70.8083350934067,63.7,5.98999999999999,1.21,1.46,5.94139714208705,110,93.1818181818182,0.975128353,2.71,2.93,1.13,115.2,18.76,22.0769431293101,48.7313919640966
"54",2022091113,3722,42369,53504,"Breshad Perriman","WR","Osa Odighizuwa","DT",4,3,4,"TB","DAL","(3:04) B.Perriman right end to TB 41 for -7 yards (O.Odighizuwa).",-7,74.94,386.588897572162,15.93,0.569999999999993,3.47,0.6,6.06684431974317,127.272727272727,97.7272727272727,0.376940936,2.55,2.12,2.74,149.84,83.2,353.951159892708,32.6377376794536
"55",2022100300,1303,46830,53601,"Brandon Powell","WR","Deommodore Lenoir","CB",2,1,10,"LA","SF","(7:56) B.Powell left end to SF 9 for 11 yards (D.Lenoir).",11,29.93,480.39062026924,33.41,10.64,6.74,2.69,6.91271292619619,91.8181818181818,85.9090909090909,0.483958125,1.42,2.97,3.71,52.36,137.52,466.413976465255,13.9766438039849
"56",2022091811,358,47807,49410,"Josh Jacobs","RB","Jalen Thompson","FS",1,1,6,"LV","ARI","(7:01) J.Jacobs up the middle to ARZ 4 for 2 yards (J.Thompson, L.Fotu).",2,1.48,25.8074398578661,30.03,2.59,0.09,0.7,10.174109297624,86.3636363636364,100,0.509192646,2.68,1.75,3.47,4.52999999999997,177.77,-36.1324948686201,61.9399347264862
"57",2022091810,1470,54572,45011,"Dameon Pierce","RB","D.J. Jones","DT",2,2,2,"HOU","DEN","(12:20) (Shotgun) D.Pierce left guard to HST 32 for 4 yards (Dj.Jones, C.Sterns).",4,143.86,424.281614784304,104.98,4.15,1.74,2,4.78314749929374,145.909090909091,97.7272727272727,0.559160411,1.21,2.87,2.72,89.52,5.94,107.272343038153,317.009271746151
"58",2022100211,3184,44995,54586,"Aaron Jones","RB","Jack Jones","CB",4,2,10,"GB","NE","(3:44) (Shotgun) A.Rodgers pass short left to A.Jones to GB 47 for 4 yards (Ja.Jones).",4,37.17,-2.61684939226353,61.31,3.36,3.65,3.41,8.37921237348714,77.2727272727273,94.5454545454545,0.497087628,0.56,1.2,19.34,48.12,80.1,61.7605994637503,-64.3774488560138
"59",2022092513,2609,42358,48117,"Melvin Gordon","RB","Demetrius Flannigan-Fowles","OLB",3,1,10,"DEN","SF","(6:46) M.Gordon left guard to SF 47 for 6 yards (D.Flannigan-Fowles, C.Omenihu).",6,95.67,133.937153176401,70.05,5.8,1.82,0.42,8.81600816696536,95,97.7272727272727,0.514451861,1.9,3.04,7.2,16.66,152.28,184.729677748883,-50.7925245724822
"60",2022110608,3661,52630,44873,"Eno Benjamin","RB","Josh Jones","FS",4,2,10,"ARI","SEA","(5:49) (Shotgun) E.Benjamin up the middle to SEA 41 for 5 yards (J.Jones).",5,91.95,214.156714141833,19.56,4.40000000000001,5.18,3.22,13.8490721710878,100,95.4545454545454,0.863161743,1.6,3.83,9.45,11.43,138.19,316.430265607301,-102.273551465468
"61",2022091112,611,37139,42427,"Randall Cobb","WR","Jordan Hicks","ILB",1,3,4,"GB","MIN","(4:03) (Shotgun) A.Rodgers pass short left to R.Cobb to MIN 42 for 6 yards (J.Hicks).",6,19.6,262.794428085327,69.98,11.69,3.57,3.4,3.49413794804956,107.272727272727,87.2727272727273,0.952598929,2.02,2.02,1.72,40.16,85.19,126.771878580933,136.022549504394
"62",2022102000,639,44879,52416,"Alvin Kamara","RB","Isaiah Simmons","DB",1,1,10,"NO","ARI","(4:12) A.Kamara up the middle to ARZ 12 for 10 yards (I.Simmons).",10,70.19,-240.350699081501,70.79,10.72,3.79,6.43,10.8578496950363,102.272727272727,97.7272727272727,0.449762285,2.17,3.08,1,47.25,70.16,-94.9999537391561,-145.350745342345
"63",2022101608,2134,46830,43797,"Brandon Powell","WR","Cory Littleton","OLB",3,2,11,"LA","CAR","(7:35) (Shotgun) M.Stafford pass short middle to B.Powell to CAR 34 for 5 yards (C.Littleton). PENALTY on CAR-M.Ioannidis, Roughing the Passer, 15 yards, enforced at CAR 34.",20,27.27,43.7562889245429,73.86,3.87,3.7,3.97,0.340000000000003,103.636363636364,85.9090909090909,0.82120806,2.39,4.18,4.2,2.87,8.47999999999996,57.6269678426344,-13.8706789180915
"64",2022100903,1459,54572,54492,"Dameon Pierce","RB","Devin Lloyd","ILB",2,2,11,"HOU","JAX","(4:16) (Shotgun) D.Mills pass short left to D.Pierce to JAX 33 for 2 yards (D.Lloyd).",2,78.17,97.0152985134903,107.32,1.84999999999999,2.54,1.79,1.83174779923439,106.818181818182,97.7272727272727,0.727836788,3.24,3.4,10.53,10.35,55.06,142.368451543931,-45.3531530304405
"65",2022100213,2614,46243,47882,"Marquez Valdes-Scantling","WR","Mike Edwards","FS",3,2,7,"KC","TB","(8:41) (Shotgun) P.Mahomes pass short right to M.Valdes-Scantling to TB 26 for 25 yards (M.Edwards).",25,6.58,-174.914438016282,33.16,21.54,1.94,3.93,8.78319417979587,90.9090909090909,94.0909090909091,0.659725428,0.93,2.72,17.71,54.98,64.19,-148.327844778479,-26.5865932378034
"66",2022102306,2968,52474,43338,"Antonio Gibson","RB","Jarran Reed","DT",3,2,2,"WAS","GB","(2:27) (No Huddle, Shotgun) A.Gibson left guard to GB 16 for 4 yards (J.Reed).",4,102.83,-67.6441455769245,150.67,3.27,1.46,3.16,5.28512062303218,139.090909090909,100.454545454545,0.275667608,0.55,2.12,1.35,64.46,27.68,-26.9696809593621,-40.6744646175624
"67",2022103009,2012,52449,46082,"Jonathan Taylor","RB","Daron Payne","DT",3,3,3,"IND","WAS","(8:00) J.Taylor right tackle to WAS 21 for no gain (D.Payne).",0,101.31,-61.6042387302789,37.13,5.07,0.37,1.3,6.44692950170854,145.454545454545,100.454545454545,0.720328033,0.19,2.08,4.38,176.16,32.61,12.5877817003337,-74.1920204306126
