gameId,playId,tacklerName,tacklerPlayDirection,tacklerX,tacklerY,tacklerSpeed,tacklerAcc,tacklerOrientation,tacklerDirectionAngle,tacklerNflId,tacklerHeight,tacklerWeight,tacklerPos,tackle,forcedFumble,ballCarrierDisplayName,ballCarrierPlayDirection,ballCarrierX,ballCarrierY,ballCarrierSpeed,ballCarrierAcc,ballCarrierOrientation,ballCarrierDirectionAngle,ballCarrierId,ballCarrierHeight,ballCarrierWeight,ballCarrierPos,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,passResult,passLength,penaltyYards,prePenaltyPlayResult,playResult,playNullifiedByPenalty,absoluteYardlineNumber,offenseFormation,defendersInTheBox,passProbability,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,homeTeamWinProbabilityAdded,visitorTeamWinProbilityAdded,expectedPoints,expectedPointsAdded
2022091107,2680,D.J. Reed,right,50.43,43.51,2.04,1.69,354.25,301.18,46211,5-9,188,CB,1,1,Mike Davis,right,53.07,44.21,1.23,2.4,339.46,352.34,42469,5-9,221,RB,"(3:12) M.Davis up the middle to BLT 43 for 8 yards (D.Reed). FUMBLES (D.Reed), and recovers at BLT 45.",3,2,2,BAL,NYJ,BAL,35,3:12,3,17,,,,10,10,N,45,I_FORM,7.0,0.187883154,0.043841218,0.956158782,-0.004998531,0.004998531,1.717329398,0.881659989
2022091107,2987,Chuck Clark,right,94.29,24.32,1.67,3.8,33.0,47.14,44999,6-0,205,SS,1,1,Breece Hall,right,94.72,24.23,1.67,2.62,20.55,47.12,54501,6-1,220,RB,"(14:13) (No Huddle, Shotgun) J.Flacco pass short middle to Br.Hall to BLT 16 for 6 yards (C.Clark). FUMBLES (C.Clark), RECOVERED by BLT-M.Humphrey at BLT 15.",4,2,7,NYJ,BAL,BAL,22,14:13,3,24,C,3.0,,6,7,N,88,SHOTGUN,6.0,0.843964934,0.02261466,0.97738534,-0.018834764,0.018834764,4.188926815,-4.680058906
2022091108,3366,Kristian Fulton,right,82.46,43.52,9.85,1.92,79.04,61.52,52469,6-0,200,CB,1,1,Saquon Barkley,right,83.1,43.58,9.28,1.39,81.2,58.92,46071,5-11,233,RB,"(4:00) (No Huddle) S.Barkley up the middle to TEN 26 for 33 yards (K.Fulton). FUMBLES (K.Fulton), ball out of bounds at TEN 11.",4,2,7,NYG,TEN,NYG,41,4:00,20,13,,,,33,33,N,51,SINGLEBACK,6.0,0.844251692,0.848327927,0.151672073,-0.067623377,0.067623377,1.267760741,2.574743877
2022091109,1827,Josh Allen,left,49.17,17.99,1.71,0.29,323.84,284.88,47790,6-5,262,OLB,1,1,Curtis Samuel,left,46.69,17.16,4.13,2.5,249.41,237.15,44852,5-11,195,WR,"(1:30) (Shotgun) C.Samuel left tackle to JAX 39 for no gain (J.Allen). FUMBLES (J.Allen), RECOVERED by JAX-F.Oluokun at JAX 34.",2,2,10,WAS,JAX,JAX,39,1:30,14,3,,,,0,5,N,49,SHOTGUN,6.0,0.880786598,0.907859672,0.092140328,-0.062582871,0.062582871,2.814704764,-4.147361578
2022091109,2083,Darrick Forrest,right,99.49,4.51,6.71,3.52,237.99,206.74,53592,6-0,200,SS,1,1,Travis Etienne,right,98.6,4.64,4.95,5.85,132.74,178.06,53454,5-10,200,RB,"(:32) (Shotgun) T.Lawrence pass short right to T.Etienne to WAS 11 for 3 yards (D.Forrest). FUMBLES (D.Forrest), ball out of bounds at WAS 19. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.",2,2,14,JAX,WAS,WAS,14,0:32,14,3,C,0.0,,-5,-5,N,96,SHOTGUN,5.0,0.968590736,0.797579812,0.202420188,0.018124873,-0.018124873,4.168646634,-1.071198436
2022091110,1113,Marco Wilson,right,61.62,51.08,3.58,4.75,332.09,26.48,53565,5-11,191,CB,1,1,JuJu Smith-Schuster,right,62.11,51.44,4.02,2.67,99.31,38.21,44874,6-1,215,WR,"(11:07) (Shotgun) P.Mahomes pass short left to J.Smith-Schuster to ARZ 49 for 8 yards (M.Wilson). FUMBLES (M.Wilson), ball out of bounds at ARZ 47.",2,2,10,KC,ARI,KC,43,11:07,7,14,C,6.0,,8,8,N,53,SHOTGUN,6.0,0.628325105,0.163464949,0.836535051,-0.001410659,0.001410659,1.816591082,-0.140050552
2022091110,1695,Chris Jones,left,59.27,18.02,1.7,3.39,152.01,71.34,43326,6-6,308,DT,1,1,James Conner,left,59.61,17.8,3.04,1.77,359.19,18.34,44917,6-1,233,RB,"(2:00) (Shotgun) J.Conner left end to KC 49 for -1 yards (C.Jones). FUMBLES (C.Jones), and recovers at ARZ 47.",2,1,10,ARI,KC,KC,48,2:00,7,20,,,,-5,-5,N,58,SHOTGUN,6.0,0.822227478,0.088124672,0.911875328,-0.004312266,0.004312266,2.767743415,-0.813772201
2022091110,1868,Dennis Gardeck,right,50.61,22.26,6.1,4.06,105.99,114.34,46657,6-0,232,OLB,1,1,JuJu Smith-Schuster,right,50.6,20.92,6.98,3.63,132.76,141.65,44874,6-1,215,WR,"(1:05) (Shotgun) P.Mahomes pass short middle to J.Smith-Schuster to KC 39 for 19 yards (D.Gardeck). FUMBLES (D.Gardeck), RECOVERED by ARZ-B.Murphy at KC 42.",2,1,10,KC,ARI,KC,20,1:05,7,20,C,14.0,,19,22,N,30,EMPTY,6.0,0.723625958,0.050590045,0.949409955,0.03902571,-0.03902571,0.727718164,-3.727420034
2022091110,3842,Rashard Lawrence,left,79.79,26.64,1.22,0.7,60.61,96.83,52539,6-2,308,NT,1,1,Isiah Pacheco,left,80.05,26.62,1.37,4.14,291.96,105.16,54716,5-11,215,RB,"(2:53) I.Pacheco up the middle to KC 30 for -4 yards (R.Lawrence). FUMBLES (R.Lawrence), and recovers at KC 30.",4,2,8,KC,ARI,KC,34,2:53,21,44,,,,-4,-4,N,76,I_FORM,9.0,0.044030771,0.001188911,0.998811089,-2.74e-05,2.74e-05,1.185133017,-0.959563195
2022091111,973,Nate Hobbs,left,14.67,51.25,4.32,2.66,75.18,51.19,53596,6-0,195,CB,0,1,Tre' McKitty,left,15.23,51.1,4.65,2.47,276.25,335.5,53526,6-5,245,TE,"(10:49) J.Herbert pass short right to T.McKitty to LV 5 for 3 yards (M.Crosby, N.Hobbs). FUMBLES (N.Hobbs), ball out of bounds at LV 4.",2,2,7,LAC,LV,LV,8,10:49,3,3,C,0.0,,3,3,N,18,SINGLEBACK,7.0,0.356316596,0.67255016,0.32744984,-0.000626214,0.000626214,4.724520076,-0.461586301
2022091111,2360,Nasir Adderley,right,82.5,34.79,8.13,4.14,353.97,13.76,47843,6-0,206,FS,1,1,Hunter Renfrow,right,82.45,35.43,7.29,2.91,6.76,32.43,47932,5-10,185,WR,"(3:50) (Shotgun) D.Carr pass short middle to H.Renfrow to LAC 26 for 8 yards (N.Adderley). FUMBLES (N.Adderley), and recovers at LAC 25.",3,4,4,LV,LAC,LAC,34,3:50,24,10,C,5.0,,9,9,N,76,SHOTGUN,5.0,0.974441826,0.929440517,0.070559483,-0.035875157,0.035875157,1.818653989,2.839289868
2022091200,1092,Ronald Darby,left,40.03,43.61,7.49,3.65,280.63,280.94,42393,5-11,193,CB,1,1,Rashaad Penny,left,39.24,43.18,7.96,1.3,283.74,300.73,46096,5-11,220,RB,"(11:01) R.Penny right tackle to DEN 28 for 26 yards (R.Darby). FUMBLES (R.Darby), recovered by SEA-A.Blythe at DEN 26.",2,1,10,SEA,DEN,SEA,46,11:01,7,3,,,,28,28,N,64,SINGLEBACK,7.0,0.389954835,0.569091558,0.430908442,0.04702862,-0.04702862,2.423735102,1.805703506
2022091200,2292,Quandre Diggs,right,108.69,23.59,0.59,0.31,47.28,171.02,42543,5-9,197,FS,1,1,Melvin Gordon,right,109.66,22.69,2.48,0.57,127.82,165.66,42358,6-1,215,RB,"(7:42) (Shotgun) M.Gordon right tackle to SEA 1 for no gain (Q.Diggs, U.Nwosu). FUMBLES (Q.Diggs), RECOVERED by SEA-M.Jackson at SEA 2. M.Jackson to SEA 10 for 8 yards (C.Sutton). The Replay Official reviewed the fumble ruling, and the play was Upheld. The ruling on the field stands.",3,4,1,DEN,SEA,SEA,1,7:42,17,13,,,,-1,-9,N,109,SHOTGUN,7.0,0.444919109,0.391254231,0.608745769,0.182361461,-0.182361461,4.911889098,-5.183779381
2022091200,2546,Randy Gregory,left,63.43,40.91,3.99,1.89,244.12,22.51,42403,6-5,255,DE,0,1,DK Metcalf,left,62.28,41.07,3.26,1.13,109.91,342.96,47847,6-4,230,WR,"(5:41) (No Huddle, Shotgun) G.Smith pass short right to D.Metcalf to SEA 47 for 1 yard (K.Williams, R.Gregory). FUMBLES (R.Gregory), RECOVERED by DEN-J.Simmons at SEA 49. J.Simmons pushed ob at SEA 32 for 17 yards (G.Smith).",3,1,10,SEA,DEN,SEA,46,5:41,17,13,C,-1.0,,1,-14,N,64,SHOTGUN,6.0,0.473835737,0.661180753,0.338819247,-0.23096871,0.23096871,2.769680114,-6.89912126
2022091200,2712,Uchenna Nwosu,right,107.36,24.19,1.81,5.31,244.14,287.84,46117,6-2,251,OLB,1,1,Javonte Williams,right,106.85,23.63,1.22,3.89,124.33,209.27,53464,5-10,220,RB,"(3:08) (Shotgun) J.Williams up the middle to SEA 3 for -2 yards (U.Nwosu). FUMBLES (U.Nwosu), RECOVERED by SEA-M.Jackson at SEA -1. Touchback.",3,3,1,DEN,SEA,SEA,1,3:08,17,13,,,,0,-19,N,109,SHOTGUN,8.0,0.559830964,0.365270559,0.634729441,0.249609843,-0.249609843,5.909737618,-6.730950565
2022091801,3557,Jeremiah Owusu-Koramoah,right,21.39,16.16,2.75,5.8,217.07,322.53,53481,6-1,215,OLB,1,1,Tyler Conklin,right,20.75,15.43,2.68,1.36,356.14,6.15,46226,6-3,254,TE,"(3:27) (Shotgun) J.Flacco pass short right to T.Conklin to NYJ 11 for 4 yards (J.Owusu-Koramoah) [T.Bryan]. FUMBLES (J.Owusu-Koramoah), touched at NYJ 11, recovered by NYJ-M.Mitchell at NYJ 10.",4,2,11,NYJ,CLE,NYJ,7,3:27,24,17,C,3.0,,3,3,N,17,SHOTGUN,5.0,0.907536566,0.900671098,0.099328902,0.017726984,-0.017726984,-0.193023708,-0.078116328
2022091804,56,Devin White,left,81.28,5.9,5.86,2.37,152.57,147.82,47788,6-0,237,ILB,0,1,Adam Prentice,left,82.38,4.4,2.42,0.98,154.54,160.21,53932,6-0,245,FB,"(15:00) (Shotgun) J.Winston pass short left to A.Prentice to NO 27 for 2 yards (D.White; J.Dean). FUMBLES (D.White), ball out of bounds at NO 27. Pass 3, YAC -1",1,1,10,NO,TB,NO,25,15:00,0,0,C,3.0,,2,2,N,85,SHOTGUN,7.0,0.538865089,0.44571837,0.55428163,-0.017579675,0.017579675,1.298698674,-0.509706373
2022091804,2868,Logan Ryan,left,21.14,26.22,2.04,5.24,33.29,20.23,40031,5-11,195,FS,0,1,Mark Ingram,left,21.84,26.5,4.3,4.56,287.69,308.66,37101,5-9,215,RB,"(1:19) (Shotgun) M.Ingram left guard to TB 11 for 9 yards (L.Ryan; L.David). FUMBLES (L.Ryan), RECOVERED by TB-C.Nassib at TB 10.",3,1,10,NO,TB,TB,20,1:19,3,3,,,,9,10,N,30,PISTOL,6.0,0.770633399,0.626478713,0.373521287,-0.170601688,0.170601688,4.772422747,-4.956351866
2022091805,797,Dexter Lawrence,left,63.48,1.71,7.79,4.13,204.51,204.38,47800,6-4,342,DT,1,1,Baker Mayfield,left,63.14,1.43,8.02,1.73,228.95,224.95,46070,6-1,215,QB,"(:36) (No Huddle, Shotgun) B.Mayfield scrambles left end to CAR 48 for 3 yards (D.Lawrence). FUMBLES (D.Lawrence), ball out of bounds at NYG 48.",1,3,4,CAR,NYG,CAR,45,0:36,6,0,R,,,3,3,N,65,SHOTGUN,6.0,0.95963037,0.627356708,0.372643292,0.025201786,-0.025201786,1.301022032,-1.160266756
2022091807,3338,Darren Hall,left,66.1,20.85,8.25,2.02,176.94,202.88,53537,6-0,190,CB,1,1,Cooper Kupp,left,66.56,19.98,7.76,0.31,235.8,208.31,44881,6-2,208,WR,"(3:32) (Shotgun) M.Stafford pass short middle to C.Kupp to LA 43 for 12 yards (D.Hall) [T.Graham]. FUMBLES (D.Hall), RECOVERED by ATL-D.Hall at LA 40. D.Hall to LA 37 for 3 yards (C.Kupp).",4,3,4,LA,ATL,LA,31,3:32,31,25,C,10.0,,9,6,N,79,EMPTY,5.0,0.906424224,0.91828602,0.08171398,-0.085527444,0.085527444,0.480771382,-3.489137721
2022091809,2769,Vonn Bell,right,83.11,28.6,3.04,3.25,15.81,321.12,43350,5-11,205,SS,0,1,Dalton Schultz,right,84.07,29.35,2.86,2.55,70.81,6.91,46206,6-5,242,TE,"(1:13) (Shotgun) C.Rush pass short middle to D.Schultz to CIN 26 for 9 yards (V.Bell; L.Wilson). FUMBLES (V.Bell), RECOVERED by CIN-D.Reader at CIN 26. D.Reader to CIN 26 for no gain (M.Farniok).",3,2,8,DAL,CIN,CIN,35,1:13,17,9,C,6.0,,9,9,N,75,EMPTY,5.0,0.709422648,0.852980196,0.147019804,-0.119254008,0.119254008,3.539484552,-4.54471681
2022091811,4443,Zaven Collins,right,64.0,31.15,5.62,3.07,359.62,98.65,53445,6-4,260,OLB,0,1,Hunter Renfrow,right,64.65,31.51,4.38,3.17,47.82,104.15,47932,5-10,185,WR,"(4:45) D.Carr pass short middle to H.Renfrow to ARZ 45 for 11 yards (J.Thompson, Z.Collins). FUMBLES (Z.Collins), recovered by LV-F.Moreau at ARZ 39.",5,3,3,LV,ARI,LV,44,4:45,23,23,C,3.0,,17,17,N,54,I_FORM,6.0,0.714592636,0.417918804,0.582081196,0.143511694,-0.143511694,0.549999139,1.495929365
2022091811,4519,Isaiah Simmons,right,72.2,48.46,2.82,6.38,356.1,1.0,52416,6-3,225,DB,1,1,Hunter Renfrow,right,71.98,49.13,2.89,3.67,123.14,34.14,47932,5-10,185,WR,"(4:05) (Shotgun) D.Carr pass short left to H.Renfrow to ARZ 38 for 1 yard (I.Simmons) [D.Gardeck]. FUMBLES (I.Simmons), touched at ARZ 39, RECOVERED by ARZ-B.Murphy at ARZ 41. B.Murphy for 59 yards, TOUCHDOWN. The Replay Official reviewed the runner broke the plane ruling, and the play was Upheld. The ruling on the field stands.",5,2,10,LV,ARI,ARI,39,4:05,23,23,C,0.0,,0,-61,N,71,EMPTY,6.0,0.81233263,0.517898162,0.482101838,-0.517898162,0.517898162,1.534646166,-8.534646166
2022092200,1419,John Johnson,left,44.34,50.17,5.9,4.77,345.65,336.29,44903,6-0,209,FS,1,1,Jaylen Warren,left,44.65,50.71,7.58,3.51,248.6,305.82,54905,5-8,225,RB,"(6:31) J.Warren right tackle to CLV 34 for 10 yards (J.Johnson). FUMBLES (J.Johnson), recovered by PIT-D.Johnson at CLV 27.",2,2,6,PIT,CLE,CLE,44,6:31,13,7,,,,17,17,N,54,SINGLEBACK,8.0,0.595937848,0.684320141,0.315679859,-0.029699314,0.029699314,2.515661053,1.547580823
2022092500,586,Frankie Luvu,left,68.36,35.96,3.43,1.0,289.14,159.96,46527,6-3,235,ILB,1,1,Alvin Kamara,left,67.44,35.86,2.8,0.93,154.29,185.87,44879,5-10,215,RB,"(5:44) A.Kamara right tackle to NO 43 for -2 yards (F.Luvu). FUMBLES (F.Luvu), touched at NO 42, RECOVERED by CAR-M.Haynes at NO 44. M.Haynes for 44 yards, TOUCHDOWN. Penalty on NO-N.Vannett, Offensive Holding, declined.",1,1,10,NO,CAR,NO,45,5:44,0,0,,,0.0,-3,-45,N,65,SINGLEBACK,8.0,0.432996541,0.378698472,0.621301528,0.264214862,-0.264214862,2.747878222,-9.747878222
2022092501,684,Eddie Jackson,left,24.06,31.5,2.81,1.3,212.2,222.77,44925,6-0,202,SS,1,1,Dameon Pierce,left,23.86,30.73,2.3,1.15,228.43,229.79,54572,5-10,215,RB,"(5:31) D.Pierce right guard to CHI 13 for 7 yards (E.Jackson). FUMBLES (E.Jackson), touched at CHI 13, recovered by HST-A.Cann at CHI 11. HST-T.Howard was injured during the play.",1,1,10,HOU,CHI,CHI,20,5:31,10,0,,,,9,9,N,30,SINGLEBACK,6.0,0.479594022,0.73608399,0.26391601,-0.019396488,0.019396488,4.816348726,0.783148606
2022092501,3433,Al-Quadin Muhammad,left,105.18,25.77,2.44,2.08,342.25,27.74,45009,6-4,250,DE,0,1,Dameon Pierce,left,104.89,26.47,1.0,1.4,359.53,79.22,54572,5-10,215,RB,"(6:39) D.Pierce right guard to HST 6 for -3 yards (K.Vildor, A.Muhammad). FUMBLES (A.Muhammad), touched at HST 5, recovered by HST-T.Howard at HST 6.",4,1,10,HOU,CHI,HOU,9,6:39,20,20,,,,-3,-3,N,101,I_FORM,7.0,0.128687084,0.558379389,0.441620611,0.059365638,-0.059365638,0.070541177,-1.107651713
2022092505,3069,Jonathan Jones,right,59.18,40.65,0.38,1.23,340.64,359.52,43700,5-10,190,CB,1,1,Rashod Bateman,right,58.54,41.9,0.15,1.45,169.43,347.55,53456,6-2,210,WR,"(12:39) (Shotgun) L.Jackson pass deep left to R.Bateman to BLT 49 for 24 yards (Jo.Jones). FUMBLES (Jo.Jones), RECOVERED by NE-J.Peppers at NE 49. J.Peppers to BLT 39 for 12 yards (R.Bateman; B.Powers).",4,1,10,BAL,NE,BAL,25,12:39,26,31,C,23.0,,24,14,N,35,SHOTGUN,8.0,0.456296623,0.217281979,0.782718021,0.169330381,-0.169330381,1.324569243,-4.624156871
2022092505,3437,Kyle Hamilton,left,49.1,44.49,9.17,1.56,267.85,312.48,54479,6-4,220,FS,1,1,Nelson Agholor,left,48.56,44.56,8.37,2.14,278.72,314.62,42363,6-0,198,WR,"(5:45) (Shotgun) M.Jones pass short middle to N.Agholor to BLT 39 for 28 yards (K.Hamilton). FUMBLES (K.Hamilton), touched at BLT 38, RECOVERED by BLT-M.Peters at BLT 27. M.Peters ran ob at BLT 27 for no gain.",4,3,6,NE,BAL,NE,33,5:45,26,31,C,15.0,,28,40,N,77,SHOTGUN,6.0,0.987497807,0.221304201,0.778695799,-0.063982718,0.063982718,0.498188814,-1.604098927
2022092505,3740,Marcus Peters,left,69.27,22.89,1.85,2.59,278.09,62.45,42361,6-0,197,CB,1,1,Kendrick Bourne,left,66.73,22.21,2.31,2.25,347.46,236.39,45185,6-1,203,WR,"(2:23) (No Huddle, Shotgun) M.Jones pass deep middle to K.Bourne to NE 42 for 24 yards (M.Peters). FUMBLES (M.Peters), and recovers at NE 44.",4,3,17,NE,BAL,NE,18,2:23,26,37,C,23.0,,26,26,N,92,SHOTGUN,4.0,0.978879988,0.011141147,0.988858853,0.023402629,-0.023402629,-0.166686729,2.538069912
2022092507,2832,Amani Hooker,left,16.12,5.19,5.82,4.02,106.49,160.96,47899,5-11,210,FS,0,1,Josh Jacobs,left,16.73,5.2,4.4,4.71,134.98,256.4,47807,5-10,220,RB,"(10:16) J.Jacobs left end to TEN 6 for 4 yards (R.Weaver, A.Hooker). FUMBLES (A.Hooker), touched at TEN 3, ball out of bounds at TEN 2.",4,2,7,LV,TEN,TEN,10,10:16,24,13,,,,4,4,N,20,I_FORM,8.0,0.732445776,0.830086477,0.169913523,0.016571522,-0.016571522,4.463511203,-0.143814954
2022092510,3485,Budda Baker,left,10.53,32.48,4.54,5.12,23.36,60.93,44848,5-10,195,SS,1,1,Cam Akers,left,10.33,32.2,0.96,0.93,292.81,332.24,52460,5-11,212,RB,"(6:46) (Shotgun) C.Akers up the middle to ARZ 1 for no gain (B.Baker). FUMBLES (B.Baker), RECOVERED by ARZ-J.Thompson at ARZ 3.",4,2,1,LA,ARI,ARI,1,6:46,9,20,,,,-2,-2,N,11,SHOTGUN,8.0,0.340399653,0.00537194,0.99462806,0.042681673,-0.042681673,6.261757401,-6.180804293
2022092512,363,Carlton Davis,left,42.85,13.28,3.99,2.56,12.32,196.46,46132,6-1,206,CB,0,1,Romeo Doubs,left,42.98,12.99,3.41,3.6,74.77,191.51,54597,6-2,200,WR,"(7:24) (Shotgun) A.Rodgers pass short right to R.Doubs to TB 33 for 21 yards (C.Davis; J.Dean). FUMBLES (C.Davis), and recovers at TB 33.",1,2,2,GB,TB,GB,46,7:24,3,0,C,13.0,,21,21,N,64,SHOTGUN,7.0,0.258323848,0.57477564,0.42522436,-0.034658946,0.034658946,2.792000048,1.305916363
